household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	cooker_id
afarrow@codehow.com	4	Zeevenefazz Direct	Truzapican	radiant electric	4166
tstockham@iselectrics.com	4	Zeevenefazz Direct	Tuphupamin	electric	4168
dfillingim@plexzap.com	5	Adjubilex Holdings Corp.	Surzapegax	induction	4171
dgalam@treequote.com	5	Adkililar Holdings Company	Rebanax	electric	4173
lwildfong@isdom.com	5	Adkililar Holdings Company	Redudex	gas	4174
llother@opentech.com	5	Adkililar Holdings Company	Supbanantor	induction	4175
chalsey@conecom.com	5	Adkililar Holdings Company	Upsapar	gas	4177
bbartolet@treequote.com	5	Adkililar Holdings Company	Varwerpanower	induction	4178
ahanafan@zumgoity.com	5	Adkililar Holdings Company	Winweregicator	gas	4179
msturiale@scotfind.com	5	Adpickegentor Holdings	Supdimopin	gas	4182
abrossart@year-job.com	5	Adpickegentor Holdings	Thrurobimicator	radiant electric	4183
sskulski@newex.com	5	Adpickover International		gas	4184
jyglesias@zathunicon.com	5	Adpickover International	Fropebicator	induction	4185
vstimmel@bioplex.com	5	Adpickover International	Unnipackentor	radiant electric	4187
swide@warephase.com	5	Adtumegax	Froglibefax	induction	4189
bvanausdal@finhigh.com	5	Adtumegax	Rebanax	gas	4190
bogg@openlane.com	5	Adtumegax	Varrobin	electric	4192
mbenimadho@xx-holding.com	5	Adtumegax	Winwerpan	induction	4193
tbrucato@groovestreet.com	5	Adwerower International Inc	Barkilentor	electric	4194
rbreland@zathunicon.com	5	Adwerower International Inc	Invenor	induction	4195
lmatuszak@lexiqvolax.com	5	Adwerponantor  Inc	Hapzapistor	gas	4196
choffis@faxquote.com	5	Adwerponantor  Inc	Trutumover	gas	4199
mluczki@warephase.com	5	Barmunar WorldWide		gas	4200
alawler@bioholding.com	5	Barmunar WorldWide	Haptumar	radiant electric	4203
ainouye@rangreen.com	5	Barmunar WorldWide	Unniponower	radiant electric	4206
dscipione@bioplex.com	5	Barmunar WorldWide	Varglibin	induction	4207
ggood@rundofase.com	5	Barnipentor	Enddimax	gas	4210
cleinenbach@rantouch.com	5	Barnipentor	Redudex	gas	4212
vonofrio@hottechi.com	5	Barnipentor	Tuppebopentor	gas	4213
wsyrop@condax.com	5	Barpickover International	Adfropax	gas	4214
ezurcher@funholding.com	5	Barpickover International	Klizapedgantor	radiant electric	4215
aliukko@zencorporation.com	5	Barpickover International	Parquestar	gas	4218
mstuer@hatfan.com	5	Barpickover International	Tipquestistor	induction	4220
awide@zoomit.com	5	Barrobax	Wincadamistor	induction	4223
sfunnell@conecom.com	5	Barsipicator WorldWide	Parhupar	gas	4225
scousey@openlane.com	5	Barsipicator WorldWide	Rapvenar	radiant electric	4226
cpoquette@zotware.com	5	Barsipicator WorldWide	Supfropantor	induction	4227
kchui@rantouch.com	5	Bartinanor	Endcadazz	radiant electric	4229
cbirkner@donware.com	5	Bartinanor	Supfropantor	electric	4231
vwhobrey@domzoom.com	5	Bartinanor	Tipbanommax	radiant electric	4232
lmaillard@condax.com	5	Bartumopover Direct Inc	Hapquestover	gas	4233
slouissant@domzoom.com	5	Bartumopover Direct Inc	Rapglibex	radiant electric	4235
emugnolo@doncon.com	5	Bartumopover Direct Inc	Varwerpanower	gas	4237
azagen@plexzap.com	5	Barvenackax Direct Company	Thruglibentor	radiant electric	4240
dhughey@sunnamplex.com	5	Barvenadower Holdings	Parjubollor	induction	4244
cdemesa@openlane.com	5	Barvenadower Holdings	Qwifropilistor	induction	4245
gperez@scotfind.com	5	Barvenadower Holdings	Surpickex	radiant electric	4246
ilatzke@golddex.com	5	Cipbanower Direct Company	Dopbanentor	radiant electric	4247
carias@iselectrics.com	5	Cipbanower Direct Company	Fropebicator	induction	4248
tstockham@iselectrics.com	5	Cipbanower Direct Company	Tipkilover	gas	4251
mcronauer@konex.com	5	Cipbanower Direct Company	Tuppebopentor	electric	4252
mdegonia@lexiqvolax.com	5	Cipbanower Direct Company	Unniponower	gas	4253
lbolognia@hatfan.com	5	Ciperepazz Direct Inc	Adpickinazz	induction	4254
roldroyd@plusstrip.com	5	Ciperepazz Direct Inc	Ciperplax	electric	4255
ckarpel@scotfind.com	5	Ciperepazz Direct Inc	Mondudax	electric	4256
tmcdoniel@xx-zobam.com	5	Cipmunonover Holdings	Endzapinicator	electric	4258
lstorment@goodsilron.com	5	Dopdimaquor Holdings Company	Adfropax	gas	4259
cmorasca@groovestreet.com	5	Dopdimaquor Holdings Company	Rehupopover	gas	4261
ehaufler@sumace.com	5	Dopjubupicator	Lompeban	induction	4263
tyori@bioplex.com	5	Dopkilaquazz  Group	Adpebeficator	radiant electric	4266
cmyricks@bioplex.com	5	Dopkilaquazz  Group	Supwerpover	gas	4267
reroman@doncon.com	5	Dopkilaquazz  Group	Supwerpover	gas	4268
kbuemi@toughzap.com	5	Dopkilaquazz  Group	Truzapican	radiant electric	4269
tfrankel@rantouch.com	5	Dopkilaquazz  Group	Wintanax	gas	4271
bcookey@nam-zim.com	5	Dopnipaquistor	Barkilentor	electric	4272
dmelnyk@zotware.com	5	Dopnipaquistor	Emdudonan	induction	4274
abarfield@rangreen.com	5	Dopnipaquistor	Froglibefax	induction	4275
zshealy@groovestreet.com	5	Dopnipaquistor	Klizapedgantor	radiant electric	4276
ytolfree@ron-tech.com	5	Dopnipaquistor	Lomrobax	induction	4278
ainouye@golddex.com	5	Dopnipaquistor	Tipkilover	electric	4280
elietz@plusstrip.com	5	Dopnipaquistor	Upbanazz	radiant electric	4281
hturinetti@silis.com	5	Dopnipaquistor	Winsipexex	gas	4282
fjurney@ontomedia.com	5	Dopquestan WorldWide	Qwifropimover	radiant electric	4283
ahusser@sonron.com	5	Dopsipegentor Direct	Trukilantor	electric	4286
hdrymon@codehow.com	5	Doptaninin Holdings Inc	Parhupar	electric	4289
dkaniecki@plusstrip.com	5	Doptaninin Holdings Inc	Surtinover	electric	4290
jrowling@newex.com	5	Doptaninin Holdings Inc	Tipsapover	gas	4291
jkusko@finjob.com	5	Doptanonantor WorldWide	Intinower	induction	4294
bchaffins@sumace.com	5	Doptanonantor WorldWide	Mondudax	induction	4295
lstorment@konex.com	5	Doptanonantor WorldWide	Suptanedgentor	electric	4296
bwide@zumgoity.com	5	Doptanonantor WorldWide	Winjubexentor	electric	4297
eeroman@ron-tech.com	5	Dopvenonazz WorldWide	Adpebeficator	radiant electric	4298
ffrerking@groovestreet.com	5	Dopvenonazz WorldWide	Dopbanentor	radiant electric	4299
mnicolozakes@warephase.com	5	Dopvenonazz WorldWide	Rapglibex	radiant electric	4300
cleto@finjob.com	5	Dopvenonazz WorldWide	Tuprobanantor	gas	4302
bankeny@ron-tech.com	5	Dopvenonazz WorldWide	Wintanax	gas	4305
lbourbon@scottech.com	5	Dopvenonazz WorldWide	Wintanax	induction	4306
dchavous@konex.com	5	Embanicower Holdings	Hapsipinan	gas	4307
jwieser@codehow.com	5	Embanicower Holdings	Supdimonentor	electric	4308
kleto@bioholding.com	5	Empickadin	Adtanazz	gas	4310
scaudy@silis.com	5	Empickadin	Qwifropimover	radiant electric	4313
gmartabano@openlane.com	5	Empickadin	Tupwerpimar	gas	4315
hflister@bioplex.com	5	Empickadin	Zeesipicator	induction	4318
soles@isdom.com	5	Empickopentor Holdings	Barmunaquistor	electric	4319
ronofrio@sumace.com	5	Empickopentor Holdings	Endzapinicator	electric	4320
mklusman@blackzim.com	5	Empickopentor Holdings	Fropickaman	radiant electric	4321
icoyier@sonron.com	5	Empickopentor Holdings	Montinefazz	electric	4322
gmiceli@donquadtech.com	5	Empickopentor Holdings	Partinover	radiant electric	4323
lfigeroa@condax.com	5	Empickopentor Holdings	Revenex	electric	4324
dyglesias@labdrill.com	5	Empickopentor Holdings	Truzapaquar	induction	4326
bclaucherty@sunnamplex.com	5	Emtanor International Corp.	Doptumadower	electric	4327
ghanafan@iselectrics.com	5	Emtanor International Corp.	Survenin	electric	4329
lleto@konex.com	5	Emtanor International Corp.	Tipbanommax	radiant electric	4330
jshields@codehow.com	5	Emtanor International Corp.	Updudistor	induction	4332
tbruschke@sonron.com	5	Emtumax Direct Inc	Supfropantor	electric	4335
svenere@rundofase.com	5	Emtumax Direct Inc	Tipbanommax	induction	4336
dsamara@finhigh.com	5	Emtumax Direct Inc	Varwerpanower	electric	4338
ltolfree@scotfind.com	5	Emwerpentor Direct Corp.		radiant electric	4339
dcronauer@sunnamplex.com	5	Emwerpentor Direct Corp.	Dopnipefistor	radiant electric	4340
emconnell@plussunin.com	5	Emwerpentor Direct Corp.	Emdudonan	gas	4341
bheimann@domzoom.com	5	Emwerpentor Direct Corp.	Qwiglibaquar	radiant electric	4343
mdegroot@rundofase.com	5	Endglibupentor Holdings Group	Fropickaman	gas	4348
sdhamer@statholdings.com	5	Endglibupentor Holdings Group	Grodiman	radiant electric	4349
emaclead@sumace.com	5	Endglibupentor Holdings Group	Mondudax	induction	4350
dchickering@zumgoity.com	5	Endhupopor International	Adpickinazz	electric	4352
bborgman@dalttechnology.com	5	Endhupopor International	Adrobollor	induction	4353
mcalvaresi@j-texon.com	5	Endhupopor International	Hapquestover	radiant electric	4355
lzane@labdrill.com	5	Endhupopor International	Lomfroponex	induction	4356
fdiestel@gogozoom.com	5	Endhupopor International	Monsipommistor	radiant electric	4357
tmcrae@rundofase.com	5	Endjubor Holdings Corp.	Rebanax	gas	4359
tfoller@opentech.com	5	Endjubor Holdings Corp.	Retanicator	gas	4360
ehauenstein@donware.com	5	Endjubor Holdings Corp.	Supericator	radiant electric	4361
bbutzen@warephase.com	5	Endjubor Holdings Corp.	Tipwerpin	gas	4362
bharabedian@plusstrip.com	5	Endjubor Holdings Corp.	Truzapican	electric	4363
rblunk@sumace.com	5	Endtinan	Adrobollor	gas	4364
scalvaresi@warephase.com	5	Endtinan	Hapquestover	electric	4365
jwaymire@doncon.com	5	Endtinan	Monerex	gas	4366
cbourbon@ontomedia.com	5	Endtinan	Thruglibentor	gas	4368
arodenberger@dambase.com	5	Endtumin	Endsipistor	gas	4371
gcomnick@konmatfix.com	5	Endtumin	Klifropamentor	induction	4374
dgabisi@kan-code.com	5	Endtumin	Monsipommistor	gas	4375
slacovara@zotware.com	5	Endtumin	Tipsapover	gas	4376
ayglesias@zoomit.com	5	Endtumin	Winnipilover	electric	4377
sfrankel@konmatfix.com	5	Endzapimistor	Frovenazz	electric	4378
imunis@ganjaflex.com	5	Endzapimistor	Rapdimepax	induction	4379
dcampain@finjob.com	5	Endzapimistor	Rewerpower	gas	4380
thidvegi@zotware.com	5	Endzapimistor	Supbanantor	electric	4381
cgreenbush@nam-zim.com	5	Endzapimistor	Surpickewentor	gas	4382
rrhym@rangreen.com	5	Endzapimistor	Thrurobimicator	electric	4383
mcaudy@newex.com	5	Frodudollazz  Corp.	Adfropax	electric	4385
lmadarang@konex.com	5	Frodudollazz  Corp.	Klitumover	induction	4387
bnicolozakes@rangreen.com	5	Frodudollazz  Corp.	Parjubollor	radiant electric	4388
aklonowski@isdom.com	5	Frodudollazz  Corp.	Thrusapentor	gas	4389
minouye@j-texon.com	5	Frodudollazz  Corp.	Truzapican	electric	4391
dchickering@rantouch.com	5	Frofropentor Holdings	Wintinewin	electric	4398
dostrosky@rantouch.com	5	Frofropentor Holdings	Zeedudommover	radiant electric	4399
dcanlas@lexiqvolax.com	5	Frojubimicator WorldWide	Winrobaquazz	radiant electric	4401
mbartolet@statholdings.com	5	Fromunar WorldWide Group	Adkilor	gas	4402
rriden@rantouch.com	5	Fromunar WorldWide Group	Adpebeficator	gas	4403
bluczki@xx-zobam.com	5	Froroban		electric	4405
ischnitzler@zencorporation.com	5	Froroban	Frorobistor	gas	4406
bcryer@inity.com	5	Froroban	Parfropadantor	radiant electric	4407
gferencz@fasehatice.com	5	Froroban	Partinover	electric	4408
nkarpel@statholdings.com	5	Froroban	Thrurobimicator	electric	4410
carceo@xx-zobam.com	5	Froroban	Wintanax	radiant electric	4411
gcrupi@cancity.com	5	Grocadan WorldWide Company	Lomtinex	electric	4414
kfarrow@kinnamplus.com	5	Grocadan WorldWide Company	Windimower	gas	4418
clorens@rundofase.com	5	Grocadan WorldWide Company	Winweregicator	induction	4419
mweglarz@sumace.com	5	Grohupefantor International Company	Gromunplover	radiant electric	4421
spaulas@rundofase.com	5	Grohupefantor International Company	Haptumar	gas	4422
hharabedian@dambase.com	5	Grojubinentor Direct Group	Tupcadommistor	gas	4425
lgehrett@plussunin.com	5	Grokilower Direct Group	Adtanazz	gas	4426
dinouye@labdrill.com	5	Grokilower Direct Group	Groweran	electric	4427
agleich@funholding.com	5	Grosapantor Direct		gas	4430
dcanlas@yearin.com	5	Grosapantor Direct	Barkilistor	induction	4432
btollner@dalttechnology.com	5	Grosapantor Direct	Suptanedgentor	gas	4436
bcloney@condax.com	5	Grosapantor Direct	Upbanazz	gas	4438
buyetake@condax.com	5	Grosipover Direct	Ciperplax	gas	4439
tarias@donquadtech.com	5	Grosipover Direct	Supdimonentor	gas	4442
rdegonia@dambase.com	5	Grotumentor International	Tipbanommax	gas	4444
kauffrey@ganjaflex.com	5	Grotumentor International	Upbanazz	gas	4446
gbaltimore@zathunicon.com	5	Growerpicator Holdings	Dopdimanax	electric	4447
abuemi@isdom.com	5	Haphupazz Direct	Surtumanex	induction	4452
hryser@statholdings.com	5	Haphupazz Direct	Trutumover	radiant electric	4453
wpawlowicz@scottech.com	5	Haphupazz Direct	Tupdimantor	radiant electric	4454
dlace@singletechno.com	5	Happebantor	Monwerilantor	gas	4455
lweirather@y-corporation.com	5	Happebantor	Rapdimepax	radiant electric	4456
jengelberg@zathunicon.com	5	Happebantor	Rapsipower	gas	4457
lgehrett@streethex.com	5	Happebantor	Supvenefazz	radiant electric	4458
mlawler@fasehatice.com	5	Happebantor	Varglibin	electric	4460
mfishburne@hatfan.com	5	Hapquestover Direct		induction	4461
ikeetch@hottechi.com	5	Hapquestover Direct	Dopnipefistor	induction	4462
rwenzinger@fasehatice.com	5	Hapquestover Direct	Haphupexistor	radiant electric	4463
kfeichtner@streethex.com	5	Hapquestover Direct	Parrobor	radiant electric	4467
cspickerman@hottechi.com	5	Hapquestover Direct	Supdimonentor	radiant electric	4469
nbookamer@scottech.com	5	Hapquestover Direct	Tupwerpimar	gas	4470
mmadarang@stanredtax.com	5	Haprobicator		electric	4471
rhirpara@doncon.com	5	Haprobicator	Adtinentor	radiant electric	4472
lwesterbeck@streethex.com	5	Haprobicator	Surzapegax	gas	4474
anachor@finhigh.com	5	Haprobicator	Winsipexex	radiant electric	4476
mchickering@goodsilron.com	5	Haptanepin	Parrobor	gas	4478
bbrideau@hottechi.com	5	Haptanepin	Revenex	gas	4479
rrodeigues@plussunin.com	5	Haptanepin	Surpickex	electric	4481
dalbares@rantouch.com	5	Haptanepin	Tuprobanantor	electric	4482
kmondella@ron-tech.com	5	Haptanepin	Varwerpanower	induction	4484
konofrio@labdrill.com	5	Haptumor Holdings Corp.		electric	4486
ttromblay@cancity.com	5	Haptumor Holdings Corp.	Barweramantor	gas	4487
rstrassner@lexiqvolax.com	5	Haptumor Holdings Corp.	Ciperplax	radiant electric	4488
cduenas@ron-tech.com	5	Haptumor Holdings Corp.	Revenex	electric	4490
kbeech@zotware.com	5	Haptumor Holdings Corp.	Thrurobimicator	electric	4492
clary@mathtouch.com	5	Hapvenicator Direct	Klitanicator	induction	4495
rpelkowski@newex.com	5	Hapvenicator Direct	Unnipackentor	electric	4498
gsaras@sonron.com	5	Hapweristor Holdings Corp.	Emkililin	electric	4500
sfortino@treequote.com	5	Hapweristor Holdings Corp.	Hapzapistor	gas	4502
bbowley@goodsilron.com	5	Hapweristor Holdings Corp.	Parquestar	radiant electric	4504
flawler@singletechno.com	5	Hapweristor Holdings Corp.	Parrobor	electric	4505
bpapasergi@gogozoom.com	5	Hapweristor Holdings Corp.	Supfropantor	radiant electric	4506
hpolidori@finhigh.com	5	Hapweristor Holdings Corp.	Tipwerpin	gas	4507
lchui@zencorporation.com	5	Hapweristor Holdings Corp.	Unniponower	radiant electric	4508
bwalthall@bioholding.com	5	Inglibentor WorldWide	Trutumover	electric	4509
akiel@sunnamplex.com	5	Inglibentor WorldWide	Tupwerpimar	radiant electric	4510
rmenter@xx-zobam.com	5	Inglibentor WorldWide	Winrobommistor	gas	4511
vzane@golddex.com	5	Inmunplantor	Winrobaquazz	electric	4513
jfrankel@warephase.com	5	Inquestedgentor	Gropickicator	induction	4514
brantanen@goodsilron.com	5	Inquestedgentor	Supbanantor	electric	4516
jjulia@labdrill.com	5	Inrobadan Direct	Montinefazz	induction	4519
lkampa@domzoom.com	5	Insipollover Holdings		electric	4521
jlace@scotfind.com	5	Insipollover Holdings	Revenollan	radiant electric	4524
gthreets@sumace.com	5	Insipollover Holdings	Supbanantor	induction	4525
vbreland@betasoloin.com	5	Insipollover Holdings	Supfropantor	radiant electric	4526
swaycott@ron-tech.com	5	Intanepin International	Cipzapar	induction	4528
dboulter@hatfan.com	5	Intanepin International	Surpickewentor	electric	4531
ahoogland@scotfind.com	5	Intanepin International	Tuphupamin	gas	4532
amalet@gogozoom.com	5	Intanimax International Company		radiant electric	4533
tlace@dambase.com	5	Intanimax International Company	Lomtinex	radiant electric	4535
gmcrae@faxquote.com	5	Intanimax International Company	Rapsipower	electric	4536
jauber@dalttechnology.com	5	Inwerpover	Endwerpistor	gas	4538
mfrerking@groovestreet.com	5	Inwerpover	Endwerpistor	electric	4539
djeanty@finjob.com	5	Inwerpover	Frovenazz	electric	4540
akaniecki@statholdings.com	5	Klibanicator	Barkilentor	radiant electric	4543
chochard@zathunicon.com	5	Klibanicator	Haphupicator	electric	4544
adilello@isdom.com	5	Klibanicator	Redudackar	radiant electric	4545
qsuell@rantouch.com	5	Klibanicator	Varhupan	electric	4546
adiscipio@newex.com	5	Klibanicex International Inc	Winweregicator	radiant electric	4553
tlietz@plexzap.com	5	Klidudackazz  Group	Adpickinazz	gas	4555
mcantres@stanredtax.com	5	Klidudackazz  Group	Klizapedgantor	gas	4556
rdenooyer@sumace.com	5	Klidudackazz  Group	Parjubollor	radiant electric	4558
dtomblin@silis.com	5	Klidudackazz  Group	Unnipackentor	electric	4559
gbutt@rundofase.com	5	Klidudackazz  Group	Wintanax	electric	4560
ejuhas@xx-zobam.com	5	Klidudentor Direct	Supvenefazz	electric	4561
woldroyd@sumace.com	5	Klidudentor Direct	Surpickex	electric	4562
gcolaizzo@codehow.com	5	Klijubar Holdings		radiant electric	4564
cbookamer@plexzap.com	5	Klijubar Holdings	Adtinentor	gas	4565
vherritt@warephase.com	5	Klijubar Holdings	Lomnipanower	electric	4566
gscheyer@sonron.com	5	Klijubar Holdings	Monbanicator	induction	4567
cmcdoniel@warephase.com	5	Klijubar Holdings	Monroban	gas	4568
rmaynerich@toughzap.com	5	Klijubar Holdings	Qwiglibaquar	radiant electric	4569
jwiklund@fasehatice.com	5	Klijubar Holdings	Revenollan	radiant electric	4570
jcomnick@domzoom.com	5	Klinipar International Company	Endzapinicator	electric	4573
ewitten@dambase.com	5	Klinipar International Company	Haphupexistor	electric	4574
rhirpara@newex.com	5	Klinipar International Company	Lomfroponex	electric	4575
sgillian@funholding.com	5	Klinipar International Company	Lomtinex	electric	4576
akeneipp@green-plus.com	5	Klinipar International Company	Wintinewin	electric	4577
etimenez@stanredtax.com	5	Klipickan WorldWide Company	Intinower	electric	4579
mwolfgramm@kan-code.com	5	Klipickan WorldWide Company	Klizapedgantor	radiant electric	4580
scoody@zoomit.com	5	Klipickan WorldWide Company	Monerex	gas	4581
mloder@isdom.com	5	Klipickan WorldWide Company	Tipkilower	electric	4582
mhidvegi@rundofase.com	5	Klisapackistor	Haptumar	induction	4585
krim@iselectrics.com	5	Klisapackistor	Rapglibex	gas	4587
lsturiale@scotfind.com	5	Klisapackistor	Rapglibex	electric	4588
ysergi@ganjaflex.com	5	Klisapackistor	Winwerpan	gas	4589
ndinos@donware.com	5	Klivenin		gas	4592
demard@singletechno.com	5	Klivenin	Ciperplax	radiant electric	4593
cwenzinger@hatfan.com	5	Klivenin	Klitinistor	radiant electric	4594
dwaycott@finhigh.com	5	Klivenin	Qwitumewar	gas	4595
jroyster@hatfan.com	5	Klivenin	Tipbanommax	electric	4597
bbriddick@openlane.com	5	Klivenin	Tipwerpin	electric	4598
lwaycott@zathunicon.com	5	Kliwerpedax Holdings Group	Endcadazz	induction	4600
