household_email	appliance_number	manufacturer_name	model	refrigerator_type
kblunk@bioplex.com	4	Uppebor  Company	Barglibin	french door
jkohl@dambase.com	4	Uppebor  Company	Hapwerpor	upright freezer
hhellickson@yearin.com	4	Uppebor  Company	Supjubamazz	top freezer
hblackwood@labdrill.com	4	Uppebor  Company	Trutumplex	top freezer
lliukko@bioholding.com	4	Uppebor  Company	Winmunex	french door
wloder@doncon.com	4	Upquestin Holdings Inc	Emtanicazz	chest freezer
dsarao@opentech.com	4	Upquestin Holdings Inc	Hapwerpor	chest freezer
ekitzman@iselectrics.com	4	Upquestin Holdings Inc	Tipquestover	upright freezer
fkusko@dambase.com	4	Upquestin Holdings Inc	Winwerpefan	side-by-side
mbutt@kinnamplus.com	4	Upquestin Holdings Inc	Zeepebazz	side-by-side
kbenimadho@bioholding.com	4	Upsapexan  Group		side-by-side
lvanausdal@ontomedia.com	4	Upsapexan  Group	Klisipar	upright freezer
hryser@hatfan.com	4	Upsapexan  Group	Lompickex	french door
jvarriano@rangreen.com	4	Upsipazz Holdings Inc		side-by-side
lkippley@iselectrics.com	4	Upsipazz Holdings Inc		upright freezer
jtagala@rantouch.com	4	Upsipazz Holdings Inc	Rapkilepicator	bottom freezer
vferrario@hatfan.com	4	Upsipazz Holdings Inc	Surglibewistor	top freezer
cyglesias@stanredtax.com	4	Upsipazz Holdings Inc	Surhupin	top freezer
nhirpara@ron-tech.com	4	Uptumicator WorldWide		chest freezer
awolfgramm@toughzap.com	4	Uptumicator WorldWide		upright freezer
emondella@scottech.com	4	Uptumicator WorldWide	Haphupentor	french door
truta@konmatfix.com	4	Uptumicator WorldWide	Surpickantor	upright freezer
shamilton@finjob.com	4	Uptumicator WorldWide	Varhupadover	bottom freezer
ffortino@kinnamplus.com	4	Varcadewicator		top freezer
bmunis@y-corporation.com	4	Varcadewicator	Dopzapewazz	bottom freezer
larceo@fasehatice.com	4	Varcadewicator	Incadedgar	french door
tskursky@blackzim.com	4	Varcadewicator	Thrufropan	bottom freezer
tarias@treequote.com	4	Varcadewicator	Trunipplazz	side-by-side
jfunnell@ganjaflex.com	4	Varerax Holdings Corp.		bottom freezer
cmorocco@goodsilron.com	4	Varerax Holdings Corp.	Adbanex	bottom freezer
bfern@codehow.com	4	Varerax Holdings Corp.	Barglibin	top freezer
dcorbley@xx-zobam.com	4	Varerax Holdings Corp.	Incadedgar	french door
vmccullan@dalttechnology.com	4	Varerax Holdings Corp.	Surfropax	top freezer
ssweigard@finjob.com	4	Varerax Holdings Corp.	Tupvenonin	bottom freezer
tpalaspas@plexzap.com	4	Varfropan Holdings	Rapdudollistor	french door
nleto@betasoloin.com	4	Varfropan Holdings	Raprobicator	french door
cbutt@nam-zim.com	4	Varfropan Holdings	Zeehupadantor	bottom freezer
lshadrick@codehow.com	4	Varjubower  Corp.		upright freezer
gjuhas@opentech.com	4	Varjubower  Corp.	Adhupedicator	side-by-side
mmarrier@year-job.com	4	Varjubower  Corp.	Lomdudupor	top freezer
bschmaltz@goodsilron.com	4	Varjubower  Corp.	Thrufropan	top freezer
tbrucato@groovestreet.com	4	Varkilamover WorldWide		bottom freezer
temigh@konex.com	4	Varkilamover WorldWide		side-by-side
ckiel@sunnamplex.com	4	Varkilamover WorldWide	Hapwerpor	side-by-side
ndubaldi@singletechno.com	4	Varkilamover WorldWide	Qwitumadantor	bottom freezer
vrhoden@isdom.com	4	Varkilamover WorldWide	Tiperopan	french door
lchesterfield@mathtouch.com	4	Varkilamover WorldWide	Unjubupistor	bottom freezer
ibutt@rundofase.com	4	Varkilamover WorldWide	Zeefropexar	bottom freezer
amunis@blackzim.com	4	Varkilantor International	Doperimax	side-by-side
wstorment@rangreen.com	4	Varkilantor International	Zeevenover	bottom freezer
jreiber@faxquote.com	4	Vartanazz International	Gropickedicator	french door
lbourbon@scottech.com	4	Vartanazz International	Hapdimefazz	upright freezer
sohms@dambase.com	4	Vartanazz International	Moncadover	bottom freezer
eschmierer@mathtouch.com	4	Vartanazz International	Surhupin	chest freezer
aeschberger@ron-tech.com	4	Vartanover	Monjubentor	top freezer
kkeneipp@betatech.com	4	Varwerilicator	Grobanor	bottom freezer
kkaniecki@betatech.com	4	Varwerilicator	Tipquestover	chest freezer
lcookey@treequote.com	4	Varwerilicator	Tupzapinar	top freezer
bleinenbach@year-job.com	4	Winfropanover International		bottom freezer
lmodzelewski@sunnamplex.com	4	Winfropanover International		chest freezer
sheintzman@isdom.com	4	Winfropanover International	Barglibin	bottom freezer
rarceo@funholding.com	4	Winfropanover International	Qwifropepicator	top freezer
ahanafan@zumgoity.com	4	Winfropanover International	Recadicentor	top freezer
sgiguere@zencorporation.com	4	Winjubentor Direct Group		bottom freezer
tpugh@xx-holding.com	4	Winjubentor Direct Group		bottom freezer
crulapaugh@golddex.com	4	Winjubentor Direct Group		french door
rsamara@labdrill.com	4	Winjubentor Direct Group		side-by-side
hvinning@singletechno.com	4	Winjubentor Direct Group		top freezer
dmauson@lexiqvolax.com	4	Winjubentor Direct Group		chest freezer
ldrymon@faxquote.com	4	Winjubentor Direct Group	Suprobimin	top freezer
epoquette@plussunin.com	4	Winjubentor Direct Group	Thrufropan	upright freezer
chochard@zathunicon.com	4	Winjubentor Direct Group	Thruzapantor	chest freezer
kfern@ontomedia.com	4	Winjubentor Direct Group	Unbanomman	chest freezer
mberray@finjob.com	4	Winpickower		bottom freezer
jloader@hottechi.com	4	Winpickower		french door
hhochard@zotware.com	4	Winpickower	Monjubentor	top freezer
gscheyer@sonron.com	4	Winsapplover	Haphupentor	side-by-side
lfillingim@hottechi.com	4	Winsapplover	Hapwerpor	chest freezer
eharnos@plussunin.com	4	Winsapplover	Klipickollax	chest freezer
ssteffensmeier@year-job.com	4	Winsapplover	Qwinipefover	french door
jjeanty@zumgoity.com	4	Winsapplover	Qwitumadantor	bottom freezer
mmenter@newex.com	4	Winsapplover	Winmunex	side-by-side
jperez@xx-holding.com	4	Winsipicator  Inc		bottom freezer
lschmaltz@finjob.com	4	Winsipicator  Inc		french door
lhamilton@scotfind.com	4	Winsipicator  Inc	Cipvenimower	chest freezer
ayglesias@statholdings.com	4	Winsipicator  Inc	Frotanover	upright freezer
jdevreese@zathunicon.com	4	Winsipicator  Inc	Hapnipex	side-by-side
ofrey@fasehatice.com	4	Winsipicator  Inc	Rerobentor	chest freezer
lmenter@hottechi.com	4	Winsipicator  Inc	Trunipin	french door
sgochal@goodsilron.com	4	Winsipicator  Inc	Tupdimower	bottom freezer
bcronauer@zencorporation.com	4	Winsipicator  Inc	Tupzapinar	bottom freezer
kshin@lexiqvolax.com	4	Winsipicator  Inc	Upzapor	bottom freezer
pheimann@fasehatice.com	4	Zeebanar		side-by-side
dlinahan@zotware.com	4	Zeebanar	Kliglibplan	french door
akippley@singletechno.com	4	Zeebanar	Thrufropan	top freezer
keanes@conecom.com	4	Zeebanar	Tiprobex	chest freezer
bfallick@ron-tech.com	4	Zeebanar	Varpickentor	upright freezer
ftjepkema@bioplex.com	4	Zeeerinar Direct	Dopzapewazz	upright freezer
kmonterrubio@zumgoity.com	4	Zeeerinar Direct	Unwerplar	upright freezer
tarias@donquadtech.com	4	Zeeerinar Direct	Zeeglibopor	french door
ppagliuca@newex.com	4	Zeeerommower  Company	Grovenan	upright freezer
jbeech@plussunin.com	4	Zeeerommower  Company	Partumilax	side-by-side
tkitty@ron-tech.com	4	Zeeerommower  Company	Tupvenicator	chest freezer
rhauenstein@sunnamplex.com	4	Zeejubex WorldWide	Frohupover	bottom freezer
gestell@finhigh.com	4	Zeekilax	Adkilazz	top freezer
sstuer@fasehatice.com	4	Zeekilax	Rapweronantor	bottom freezer
mskursky@plusstrip.com	4	Zeekilax	Trusapupentor	top freezer
cvenere@cancity.com	4	Zeetanazz	Endtumax	side-by-side
cliukko@dontechi.com	4	Zeetanazz	Montanefistor	french door
mgotter@zencorporation.com	4	Zeetanazz	Supquestegistor	french door
dvarriano@domzoom.com	4	Zeetanazz	Upkilar	bottom freezer
rcastros@singletechno.com	4	Zeetanazz	Wintinan	french door
lkolmetz@scottech.com	4	Zeewerpistor Holdings		top freezer
syaw@conecom.com	4	Zeewerpistor Holdings	Lomsipamower	top freezer
awesterbeck@gogozoom.com	4	Zeewerpistor Holdings	Surpickantor	top freezer
rmirafuentes@green-plus.com	4	Zeewerpistor Holdings	Thrutanor	side-by-side
dlipke@blackzim.com	4	Zeewerpistor Holdings	Tipfropentor	bottom freezer
nschieler@kan-code.com	4	Zeewerpistor Holdings	Tiprobilax	french door
iinouye@year-job.com	4	Zeewerpistor Holdings	Varpickilower	top freezer
cfrerking@xx-zobam.com	5	Adcadackor Direct Company		chest freezer
jdopico@scottech.com	5	Adcadackor Direct Company	Grovenan	upright freezer
bgehrett@kan-code.com	5	Adcadackor Direct Company	Thrufropan	side-by-side
spawlowicz@newex.com	5	Adcadackor Direct Company	Tupvenonin	chest freezer
rleinenbach@isdom.com	5	Adnipover Holdings	Lomtumefower	bottom freezer
dnachor@statholdings.com	5	Adnipover Holdings	Raprobicator	upright freezer
wcetta@condax.com	5	Adnipover Holdings	Supdimantor	top freezer
acorbley@betasoloin.com	5	Adnipover Holdings	Thrutanor	french door
fjayson@hottechi.com	5	Adnipover Holdings	Varzapaquan	upright freezer
bdrymon@zathunicon.com	5	Adpickar International		chest freezer
jahle@plexzap.com	5	Adpickar International	Emfropexex	chest freezer
khughey@plussunin.com	5	Adpickar International	Inkililantor	top freezer
cshinko@kinnamplus.com	5	Adpickar International	Suptanover	bottom freezer
tcalvaresi@kinnamplus.com	5	Adpickar International	Trunipin	chest freezer
lmaclead@funholding.com	5	Adpickar International	Tuphupinor	upright freezer
bfrancescon@golddex.com	5	Adsapedex WorldWide Company		side-by-side
cbutzen@newex.com	5	Adsapedex WorldWide Company	Endbanin	bottom freezer
hkampa@rangreen.com	5	Adsapedex WorldWide Company	Unjubupistor	side-by-side
tasar@bioholding.com	5	Adsipistor Direct		bottom freezer
vtreston@stanredtax.com	5	Adsipistor Direct	Emtanicazz	upright freezer
csarbacher@xx-holding.com	5	Adsipistor Direct	Qwipebplistor	chest freezer
lcomnick@plexzap.com	5	Adtanollor  Corp.	Cipglibin	french door
gdopico@betatech.com	5	Adtanollor  Corp.	Endwerpedgax	top freezer
pleinenbach@iselectrics.com	5	Adtanollor  Corp.	Qwinipefover	side-by-side
mlinahan@funholding.com	5	Adtanollor  Corp.	Rapdiman	upright freezer
sdeleo@openlane.com	5	Adtanollor  Corp.	Rapsipover	side-by-side
emaynerich@zencorporation.com	5	Adtanollor  Corp.	Rekilicin	bottom freezer
yoles@faxquote.com	5	Adtanollor  Corp.	Varcadistor	side-by-side
cvenere@cancity.com	5	Adtumower International		bottom freezer
ahalter@warephase.com	5	Adtumower International	Moncadover	upright freezer
iwolfgramm@scotfind.com	5	Adtumower International	Monmunedgover	side-by-side
ckitzman@conecom.com	5	Adtumower International	Raprobicator	chest freezer
cvonasek@hottechi.com	5	Adtumower International	Supwerpin	top freezer
lbolognia@funholding.com	5	Adtumower International	Tiptumegicator	upright freezer
hmconnell@newex.com	5	Adtumower International	Uncadar	chest freezer
kcalvaresi@faxquote.com	5	Adtumower International	Upsapamar	side-by-side
ctheodorov@finjob.com	5	Advenupex Direct Company	Emtanicazz	side-by-side
nlapage@ganjaflex.com	5	Advenupex Direct Company	Monjubor	chest freezer
bsteffensmeier@gogozoom.com	5	Advenupex Direct Company	Monvenentor	bottom freezer
tinouye@newex.com	5	Adwerax		side-by-side
dharabedian@y-corporation.com	5	Adwerax		chest freezer
khengel@green-plus.com	5	Adwerax	Supquestegistor	bottom freezer
hogg@dalttechnology.com	5	Adwerax	Tuptumower	top freezer
bwrinkles@ganjaflex.com	5	Adzapex Direct Group		top freezer
lthreets@xx-zobam.com	5	Adzapex Direct Group	Grotumommover	bottom freezer
hklonowski@goodsilron.com	5	Adzapex Direct Group	Klisapewan	upright freezer
rcalvaresi@sunnamplex.com	5	Adzapex Direct Group	Monvenentor	upright freezer
lsamara@lexiqvolax.com	5	Adzapex Direct Group	Surfropax	top freezer
gtreston@donquadtech.com	5	Adzapex Direct Group	Tipfropentor	bottom freezer
dmclaird@finhigh.com	5	Adzapex Direct Group	Unbanomman	top freezer
tostolaza@fasehatice.com	5	Barcadantor Direct	Rapkilepicator	side-by-side
jtillotson@green-plus.com	5	Barcadantor Direct	Supdimantor	chest freezer
sskursky@rundofase.com	5	Barcadantor Direct	Undimican	top freezer
camigon@funholding.com	5	Barcadantor Direct	Upwerex	side-by-side
shoffis@singletechno.com	5	Barnipistor		top freezer
bshinko@y-corporation.com	5	Barnipistor		upright freezer
ggillaspie@lexiqvolax.com	5	Barnipistor	Cipvenopex	bottom freezer
trestrepo@goodsilron.com	5	Barnipistor	Gronipicistor	top freezer
cbergesen@scotfind.com	5	Barnipistor	Hapdimor	side-by-side
jrhoden@cancity.com	5	Barnipistor	Lompickex	upright freezer
ategarden@donquadtech.com	5	Barpebistor WorldWide		bottom freezer
fmaynerich@labdrill.com	5	Barpebistor WorldWide		chest freezer
ariopelle@bioholding.com	5	Barpebistor WorldWide	Monjubor	bottom freezer
xkorando@konmatfix.com	5	Barpebistor WorldWide	Qwipebplistor	chest freezer
kparvis@green-plus.com	5	Bartaneficator WorldWide		top freezer
mgehrett@stanredtax.com	5	Bartaneficator WorldWide	Tipfropentor	french door
rvocelka@fasehatice.com	5	Bartaneficator WorldWide	Tupvenicator	upright freezer
praymo@scotfind.com	5	Bartanefin International		upright freezer
mdegonia@mathtouch.com	5	Bartanefin International	Monvenepazz	bottom freezer
ldrymon@codehow.com	5	Bartanefin International	Parpebicator	chest freezer
dwitten@y-corporation.com	5	Bartanefin International	Thruzapimentor	top freezer
tvanheusen@xx-holding.com	5	Bartanefin International	Varpickilower	french door
sdhamer@streethex.com	5	Barvenantor		side-by-side
scandlish@toughzap.com	5	Barvenantor	Monsapanex	side-by-side
gcousey@rundofase.com	5	Barvenantor	Parfropollin	french door
jkownacki@year-job.com	5	Barvenantor	Rapdiman	bottom freezer
frodefer@rantouch.com	5	Barvenantor	Tupzapinar	side-by-side
mventura@dalttechnology.com	5	Barvenantor	Updimexax	side-by-side
rmarrier@conecom.com	5	Cipbanover WorldWide	Supdimazz	side-by-side
tskursky@blackzim.com	5	Cipfropex International	Adhupedicator	bottom freezer
feanes@scotfind.com	5	Cipfropex International	Supquestegistor	french door
ilungren@groovestreet.com	5	Cipfropex International	Unwerentor	chest freezer
vjillson@dambase.com	5	Cippebimicator  Corp.	Grotumommover	top freezer
laredondo@donquadtech.com	5	Cippebimicator  Corp.	Lomquestomman	upright freezer
sglick@goodsilron.com	5	Cippebimicator  Corp.	Surtinefor	upright freezer
xoles@green-plus.com	5	Cipquestonax Holdings		side-by-side
kkitzman@nam-zim.com	5	Cipquestonax Holdings	Supdimazz	side-by-side
brodenberger@goodsilron.com	5	Cipquestonax Holdings	Zeefropexar	french door
gshin@rangreen.com	5	Cipsapentor International	Gropickedicator	bottom freezer
rwolny@ganjaflex.com	5	Cipsapentor International	Recadicentor	bottom freezer
ezurcher@kan-code.com	5	Cipsapentor International	Thrutanor	side-by-side
hcronauer@blackzim.com	5	Ciptinefar  Inc	Dopmunax	top freezer
kgibes@hatfan.com	5	Ciptinefar  Inc	Supsipamicator	chest freezer
gtomblin@kinnamplus.com	5	Ciptinefar  Inc	Trukilegistor	bottom freezer
jahle@sonron.com	5	Cipvenistor  Group		upright freezer
aheintzman@blackzim.com	5	Cipvenistor  Group	Emwerover	bottom freezer
bneither@cancity.com	5	Cipvenistor  Group	Grotumommover	chest freezer
kbarfield@golddex.com	5	Cipvenistor  Group	Qwiweran	chest freezer
kfallick@lexiqvolax.com	5	Cipvenistor  Group	Raprobicator	upright freezer
mfoller@codehow.com	5	Cipvenistor  Group	Varhupentor	upright freezer
ghauenstein@sonron.com	5	Cipvenistor  Group	Zeewerpegazz	upright freezer
ltheodorov@year-job.com	5	Cipwerpower WorldWide Company	Inwerefistor	upright freezer
sgesick@bioholding.com	5	Cipwerpower WorldWide Company	Lompickicantor	upright freezer
mmonarrez@statholdings.com	5	Cipwerpower WorldWide Company	Lomsipamower	upright freezer
rpaprocki@finhigh.com	5	Cipwerpower WorldWide Company	Winmunex	french door
hfelger@betasoloin.com	5	Dopbanollentor Holdings	Cipvenopex	french door
jfarrar@hottechi.com	5	Dopbanollentor Holdings	Partumilax	top freezer
llizama@gogozoom.com	5	Dopbanollentor Holdings	Supquestegistor	top freezer
abreland@xx-holding.com	5	Dopbanollentor Holdings	Zeehupadantor	chest freezer
jmorasca@xx-zobam.com	5	Dopglibefazz  Company		side-by-side
hcolaizzo@blackzim.com	5	Dopglibefazz  Company	Bardimex	side-by-side
sklimek@mathtouch.com	5	Dopglibefazz  Company	Trupebefover	top freezer
sschmaltz@iselectrics.com	5	Dopglibefazz  Company	Undimican	bottom freezer
rmcnease@y-corporation.com	5	Dopglibefazz  Company	Varzapaquan	chest freezer
bcaudy@codehow.com	5	Dopsipplentor  Corp.	Hapdimor	bottom freezer
aankeny@zoomit.com	5	Dopsipplentor  Corp.	Raprobicator	top freezer
gamyot@nam-zim.com	5	Dopsipplentor  Corp.	Tiprobilax	side-by-side
rstenseth@zencorporation.com	5	Dopsipplentor  Corp.	Tuphupentor	upright freezer
soles@kan-code.com	5	Dopsipplentor  Corp.	Tupvenicator	bottom freezer
hbennick@inity.com	5	Dopsipplentor  Corp.	Upwerex	chest freezer
phengel@streethex.com	5	Dopveninentor Holdings	Trukilegistor	bottom freezer
clacovara@stanredtax.com	5	Dopveninentor Holdings	Trunipplazz	upright freezer
dcloney@plussunin.com	5	Dopwerpin	Reglibicator	french door
gflister@yearin.com	5	Dopwerpin	Tipjubexantor	french door
sclaucherty@ron-tech.com	5	Emcadentor International	Tipquestazz	chest freezer
jbrossart@rantouch.com	5	Emcadentor International	Winquestollax	upright freezer
nmcrae@scotfind.com	5	Emdudistor		french door
vrhoden@isdom.com	5	Emdudistor	Monsapanex	french door
ethreets@gogozoom.com	5	Emdudistor	Qwiweran	french door
nworlds@blackzim.com	5	Emdudistor	Untanazz	chest freezer
lbubash@scotfind.com	5	Emjubex International Corp.	Emtanicazz	top freezer
lbuzick@plexzap.com	5	Emjubex International Corp.	Gronipicistor	upright freezer
krim@nam-zim.com	5	Emjubex International Corp.	Klisapewan	chest freezer
psuell@green-plus.com	5	Emjubex International Corp.	Undimican	side-by-side
bchesterfield@newex.com	5	Emjubex International Corp.	Winwerpefan	top freezer
rgreenbush@newex.com	5	Emjubex International Corp.	Winzapefor	upright freezer
jharoldson@goodsilron.com	5	Emjubex International Corp.	Zeetumentor	bottom freezer
jhirpara@treequote.com	5	Emnipentor Holdings	Emquestollantor	side-by-side
jgillian@xx-zobam.com	5	Emnipentor Holdings	Lomtanan	bottom freezer
bshields@finhigh.com	5	Emnipentor Holdings	Tuphupinor	upright freezer
lwenzinger@hatfan.com	5	Emnipentor Holdings	Zeeglibopor	top freezer
jdaufeldt@xx-holding.com	5	Emsapower WorldWide	Incadedgar	french door
tpedrozo@j-texon.com	5	Emsapower WorldWide	Lomdudupor	top freezer
jkohl@yearin.com	5	Emsapower WorldWide	Lomsipamower	chest freezer
dyori@cancity.com	5	Emsapower WorldWide	Varpickentor	chest freezer
jfrankel@rantouch.com	5	Emvenanor WorldWide		top freezer
hacuff@ganjaflex.com	5	Emvenanor WorldWide	Winmunex	bottom freezer
nahle@sonron.com	5	Endbanar WorldWide		bottom freezer
lschmaltz@newex.com	5	Endbanar WorldWide	Adpickedgentor	french door
cpadilla@donware.com	5	Endbanar WorldWide	Cipvenopex	side-by-side
sleto@goodsilron.com	5	Endbanar WorldWide	Qwiweran	side-by-side
jstimmel@stanredtax.com	5	Endbanar WorldWide	Trunipin	bottom freezer
qperigo@dalttechnology.com	5	Endbanar WorldWide	Upsapamar	top freezer
mcrupi@stanredtax.com	5	Endbanar WorldWide	Varhupadover	chest freezer
zmorasca@nam-zim.com	5	Endbanimex International Corp.	Endtumax	bottom freezer
sagramonte@konmatfix.com	5	Endbanimex International Corp.	Grobanor	french door
lgochal@nam-zim.com	5	Endbanimex International Corp.	Lomwerador	side-by-side
ehengel@ontomedia.com	5	Endbanimex International Corp.	Trusapupentor	upright freezer
aragel@golddex.com	5	Endbanimex International Corp.	Uptanex	side-by-side
cvizarro@codehow.com	5	Endgliban		upright freezer
tmauson@bioholding.com	5	Endgliban	Barcadaquazz	top freezer
lstimmel@y-corporation.com	5	Endgliban	Monvenentor	bottom freezer
lhirpara@cancity.com	5	Endgliban	Upzapor	french door
mmelnyk@zotware.com	5	Endglibedin International	Adwerover	top freezer
