household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave	cooker_id
llindall@finhigh.com	4	Zeeglibadar Holdings Corp.	Winsipexex	induction	conventional	0	1	0	4145
sbreland@xx-zobam.com	4	Zeeglibadar Holdings Corp.	Zeesipicator	electric	convection	1	0	1	4146
eperez@sunnamplex.com	4	Zeemunilover Holdings Group			convection	1	1	0	4147
fgiguere@kinnamplus.com	4	Zeemunilover Holdings Group			conventional	1	1	0	4148
rtillotson@toughzap.com	4	Zeemunilover Holdings Group	Unniponower		conventional	1	1	0	4149
clawler@hatfan.com	4	Zeemunilover Holdings Group	Varsapanin	electric	conventional	1	1	0	4150
jwaycott@betatech.com	4	Zeemuninower WorldWide	Barweramantor	induction					4151
lbolognia@funholding.com	4	Zeemuninower WorldWide	Cipzapar	gas					4152
lshields@golddex.com	4	Zeemuninower WorldWide	Retanicator	induction	conventional	0	0	1	4153
dchaffins@condax.com	4	Zeemuninower WorldWide	Thrumunonax	radiant electric					4154
mdegroot@rundofase.com	4	Zeemuninower WorldWide	Upsapimor	induction					4155
smclaird@zathunicon.com	4	Zeemuninower WorldWide	Wintinewin		conventional	1	0	0	4156
vlawler@ron-tech.com	4	Zeenipantor  Inc	Surtinover		conventional	0	1	1	4157
jangalich@scotfind.com	4	Zeenipantor  Inc	Thrunipaquentor		convection	0	0	1	4158
cmorasca@goodsilron.com	4	Zeetinexower International		induction	conventional	0	1	0	4159
tmaile@doncon.com	4	Zeetinexower International	Monzapazz		convection	1	0	1	4160
tdubaldi@green-plus.com	4	Zeetinexower International	Surzapegax	induction	conventional	1	1	1	4161
kgotter@lexiqvolax.com	4	Zeetinexower International	Tipkilower		conventional	0	1	1	4162
omeisel@j-texon.com	4	Zeevenefazz Direct	Frovenazz	electric					4163
ctomblin@rantouch.com	4	Zeevenefazz Direct	Klitanicator	induction	conventional	0	1	1	4164
sragel@lexiqvolax.com	4	Zeevenefazz Direct	Supfropantor		conventional	0	1	1	4165
afarrow@codehow.com	4	Zeevenefazz Direct	Truzapican	radiant electric	conventional	1	0	1	4166
rgarufi@betatech.com	4	Zeevenefazz Direct	Tuphupamin		conventional	1	1	0	4167
tstockham@iselectrics.com	4	Zeevenefazz Direct	Tuphupamin	electric	convection	0	1	1	4168
lhoffis@rantouch.com	4	Zeevenefazz Direct	Zeesipicator		conventional	1	0	1	4169
jberray@openlane.com	5	Adjubilex Holdings Corp.	Endzapinicator		conventional	0	1	1	4170
dfillingim@plexzap.com	5	Adjubilex Holdings Corp.	Surzapegax	induction					4171
bsaulter@labdrill.com	5	Adkililar Holdings Company	Klizapedgantor		conventional	1	0	0	4172
dgalam@treequote.com	5	Adkililar Holdings Company	Rebanax	electric					4173
lwildfong@isdom.com	5	Adkililar Holdings Company	Redudex	gas	convection	0	1	1	4174
llother@opentech.com	5	Adkililar Holdings Company	Supbanantor	induction	conventional	0	0	1	4175
vcoody@labdrill.com	5	Adkililar Holdings Company	Supericator		conventional	0	1	1	4176
chalsey@conecom.com	5	Adkililar Holdings Company	Upsapar	gas	conventional	0	1	0	4177
bbartolet@treequote.com	5	Adkililar Holdings Company	Varwerpanower	induction	convection	0	1	1	4178
ahanafan@zumgoity.com	5	Adkililar Holdings Company	Winweregicator	gas					4179
wsaras@groovestreet.com	5	Adpickegentor Holdings	Emkililin		conventional	1	1	0	4180
cauber@xx-zobam.com	5	Adpickegentor Holdings	Haptanupantor		convection	1	0	1	4181
msturiale@scotfind.com	5	Adpickegentor Holdings	Supdimopin	gas					4182
abrossart@year-job.com	5	Adpickegentor Holdings	Thrurobimicator	radiant electric					4183
sskulski@newex.com	5	Adpickover International		gas					4184
jyglesias@zathunicon.com	5	Adpickover International	Fropebicator	induction	conventional	1	0	1	4185
croyster@hottechi.com	5	Adpickover International	Rapvenar		conventional	0	0	1	4186
vstimmel@bioplex.com	5	Adpickover International	Unnipackentor	radiant electric	conventional	0	0	1	4187
azepp@betasoloin.com	5	Adtumegax	Cipzapar		conventional	1	0	1	4188
swide@warephase.com	5	Adtumegax	Froglibefax	induction	convection	1	0	1	4189
bvanausdal@finhigh.com	5	Adtumegax	Rebanax	gas	conventional	1	1	1	4190
pkannady@sumace.com	5	Adtumegax	Supbanantor		conventional	0	0	1	4191
bogg@openlane.com	5	Adtumegax	Varrobin	electric					4192
mbenimadho@xx-holding.com	5	Adtumegax	Winwerpan	induction	conventional	0	1	1	4193
tbrucato@groovestreet.com	5	Adwerower International Inc	Barkilentor	electric					4194
rbreland@zathunicon.com	5	Adwerower International Inc	Invenor	induction					4195
lmatuszak@lexiqvolax.com	5	Adwerponantor  Inc	Hapzapistor	gas	conventional	1	0	0	4196
sknipp@scottech.com	5	Adwerponantor  Inc	Parglibover		convection	0	1	1	4197
jgudroe@inity.com	5	Adwerponantor  Inc	Thruglibentor		convection	1	1	1	4198
choffis@faxquote.com	5	Adwerponantor  Inc	Trutumover	gas	convection	0	1	0	4199
mluczki@warephase.com	5	Barmunar WorldWide		gas	convection	0	1	1	4200
klouissant@finjob.com	5	Barmunar WorldWide	Adrobollor		convection	0	1	1	4201
jrodeigues@scottech.com	5	Barmunar WorldWide	Barkilistor		conventional	0	0	1	4202
alawler@bioholding.com	5	Barmunar WorldWide	Haptumar	radiant electric	conventional	1	0	0	4203
gyum@rangreen.com	5	Barmunar WorldWide	Lomnipanower		conventional	1	0	1	4204
dmondella@sumace.com	5	Barmunar WorldWide	Thrurobimicator		conventional	0	1	0	4205
ainouye@rangreen.com	5	Barmunar WorldWide	Unniponower	radiant electric					4206
dscipione@bioplex.com	5	Barmunar WorldWide	Varglibin	induction	conventional	1	0	0	4207
dfeichtner@ron-tech.com	5	Barmunar WorldWide	Varwerpanower		conventional	1	1	1	4208
cskursky@scottech.com	5	Barmunar WorldWide	Zeesipicator		conventional	0	1	0	4209
ggood@rundofase.com	5	Barnipentor	Enddimax	gas	conventional	1	0	0	4210
jhalter@plusstrip.com	5	Barnipentor	Monzapazz		conventional	1	0	0	4211
cleinenbach@rantouch.com	5	Barnipentor	Redudex	gas					4212
vonofrio@hottechi.com	5	Barnipentor	Tuppebopentor	gas					4213
wsyrop@condax.com	5	Barpickover International	Adfropax	gas					4214
ezurcher@funholding.com	5	Barpickover International	Klizapedgantor	radiant electric	convection	1	0	1	4215
dhoogland@lexiqvolax.com	5	Barpickover International	Lomnipanower		conventional	0	0	1	4216
cwenzinger@finhigh.com	5	Barpickover International	Monerex		conventional	0	0	1	4217
aliukko@zencorporation.com	5	Barpickover International	Parquestar	gas	conventional	0	1	1	4218
kdhamer@green-plus.com	5	Barpickover International	Rapglibex		conventional	1	0	1	4219
mstuer@hatfan.com	5	Barpickover International	Tipquestistor	induction	conventional	0	1	1	4220
pcloney@betatech.com	5	Barrobax	Partinicantor		convection	1	1	0	4221
gdinos@mathtouch.com	5	Barrobax	Supdimopin		conventional	1	0	0	4222
awide@zoomit.com	5	Barrobax	Wincadamistor	induction					4223
vmaile@nam-zim.com	5	Barsipicator WorldWide	Doptumadower		conventional	0	1	1	4224
sfunnell@conecom.com	5	Barsipicator WorldWide	Parhupar	gas					4225
scousey@openlane.com	5	Barsipicator WorldWide	Rapvenar	radiant electric					4226
cpoquette@zotware.com	5	Barsipicator WorldWide	Supfropantor	induction	convection	0	1	0	4227
dhochard@finjob.com	5	Barsipicator WorldWide	Supvenar		conventional	1	0	1	4228
kchui@rantouch.com	5	Bartinanor	Endcadazz	radiant electric					4229
amugnolo@bioplex.com	5	Bartinanor	Qwitumewar		conventional	0	1	0	4230
cbirkner@donware.com	5	Bartinanor	Supfropantor	electric	conventional	1	1	1	4231
vwhobrey@domzoom.com	5	Bartinanor	Tipbanommax	radiant electric	conventional	0	1	1	4232
lmaillard@condax.com	5	Bartumopover Direct Inc	Hapquestover	gas					4233
rhoa@dontechi.com	5	Bartumopover Direct Inc	Rapdudin		convection	0	1	1	4234
slouissant@domzoom.com	5	Bartumopover Direct Inc	Rapglibex	radiant electric	conventional	1	1	1	4235
bbrachle@funholding.com	5	Bartumopover Direct Inc	Supericator		conventional	1	1	1	4236
emugnolo@doncon.com	5	Bartumopover Direct Inc	Varwerpanower	gas	conventional	1	1	0	4237
mhughey@rundofase.com	5	Barvenackax Direct Company			convection	1	0	0	4238
ngesick@zathunicon.com	5	Barvenackax Direct Company	Retanicator		conventional	1	1	1	4239
azagen@plexzap.com	5	Barvenackax Direct Company	Thruglibentor	radiant electric					4240
mchesterfield@lexiqvolax.com	5	Barvenackax Direct Company	Trukilantor		conventional	1	0	0	4241
tkarpin@streethex.com	5	Barvenackax Direct Company	Unbanover		conventional	0	0	1	4242
alinahan@sumace.com	5	Barvenackax Direct Company	Varglibin		conventional	1	0	1	4243
dhughey@sunnamplex.com	5	Barvenadower Holdings	Parjubollor	induction					4244
cdemesa@openlane.com	5	Barvenadower Holdings	Qwifropilistor	induction	conventional	1	1	0	4245
gperez@scotfind.com	5	Barvenadower Holdings	Surpickex	radiant electric	convection	1	0	1	4246
ilatzke@golddex.com	5	Cipbanower Direct Company	Dopbanentor	radiant electric	conventional	0	0	1	4247
carias@iselectrics.com	5	Cipbanower Direct Company	Fropebicator	induction					4248
rvenere@funholding.com	5	Cipbanower Direct Company	Hapnipexower		conventional	1	0	0	4249
llukasik@rantouch.com	5	Cipbanower Direct Company	Thrusapentor		convection	0	1	0	4250
tstockham@iselectrics.com	5	Cipbanower Direct Company	Tipkilover	gas					4251
mcronauer@konex.com	5	Cipbanower Direct Company	Tuppebopentor	electric					4252
mdegonia@lexiqvolax.com	5	Cipbanower Direct Company	Unniponower	gas					4253
lbolognia@hatfan.com	5	Ciperepazz Direct Inc	Adpickinazz	induction					4254
roldroyd@plusstrip.com	5	Ciperepazz Direct Inc	Ciperplax	electric	conventional	0	1	0	4255
ckarpel@scotfind.com	5	Ciperepazz Direct Inc	Mondudax	electric					4256
wankeny@gogozoom.com	5	Ciperepazz Direct Inc	Wintanax		convection	0	1	1	4257
tmcdoniel@xx-zobam.com	5	Cipmunonover Holdings	Endzapinicator	electric					4258
lstorment@goodsilron.com	5	Dopdimaquor Holdings Company	Adfropax	gas					4259
bcaiafa@green-plus.com	5	Dopdimaquor Holdings Company	Adpickinazz		convection	0	1	0	4260
cmorasca@groovestreet.com	5	Dopdimaquor Holdings Company	Rehupopover	gas					4261
enicka@scottech.com	5	Dopjubupicator	Cipdimazz		conventional	1	1	1	4262
ehaufler@sumace.com	5	Dopjubupicator	Lompeban	induction					4263
bmirafuentes@fasehatice.com	5	Dopjubupicator	Moncadistor		conventional	1	1	0	4264
erodeigues@opentech.com	5	Dopjubupicator	Partinicantor		convection	1	0	1	4265
tyori@bioplex.com	5	Dopkilaquazz  Group	Adpebeficator	radiant electric	conventional	1	1	1	4266
cmyricks@bioplex.com	5	Dopkilaquazz  Group	Supwerpover	gas	conventional	1	1	1	4267
reroman@doncon.com	5	Dopkilaquazz  Group	Supwerpover	gas	conventional	0	1	1	4268
kbuemi@toughzap.com	5	Dopkilaquazz  Group	Truzapican	radiant electric					4269
mvinning@opentech.com	5	Dopkilaquazz  Group	Varglibin		conventional	1	1	1	4270
tfrankel@rantouch.com	5	Dopkilaquazz  Group	Wintanax	gas	conventional	0	0	1	4271
bcookey@nam-zim.com	5	Dopnipaquistor	Barkilentor	electric	conventional	1	0	1	4272
bostolaza@sunnamplex.com	5	Dopnipaquistor	Ciperplax		conventional	1	0	0	4273
dmelnyk@zotware.com	5	Dopnipaquistor	Emdudonan	induction					4274
abarfield@rangreen.com	5	Dopnipaquistor	Froglibefax	induction	conventional	1	1	1	4275
zshealy@groovestreet.com	5	Dopnipaquistor	Klizapedgantor	radiant electric					4276
lsemidey@xx-holding.com	5	Dopnipaquistor	Lomrobax		conventional	0	1	0	4277
ytolfree@ron-tech.com	5	Dopnipaquistor	Lomrobax	induction	conventional	1	1	1	4278
czane@zoomit.com	5	Dopnipaquistor	Mondimewan		conventional	0	1	0	4279
ainouye@golddex.com	5	Dopnipaquistor	Tipkilover	electric	conventional	0	1	1	4280
elietz@plusstrip.com	5	Dopnipaquistor	Upbanazz	radiant electric					4281
hturinetti@silis.com	5	Dopnipaquistor	Winsipexex	gas					4282
fjurney@ontomedia.com	5	Dopquestan WorldWide	Qwifropimover	radiant electric	conventional	0	1	0	4283
jlimmel@groovestreet.com	5	Dopquestan WorldWide	Surtinover		convection	0	0	1	4284
shamilton@plusstrip.com	5	Dopsipegentor Direct	Barmunaquistor		conventional	1	0	1	4285
ahusser@sonron.com	5	Dopsipegentor Direct	Trukilantor	electric	conventional	1	1	1	4286
ebriddick@hatfan.com	5	Doptaninin Holdings Inc	Adtanazz		conventional	0	1	0	4287
bfrey@treequote.com	5	Doptaninin Holdings Inc	Mondimewan		conventional	0	1	0	4288
hdrymon@codehow.com	5	Doptaninin Holdings Inc	Parhupar	electric					4289
dkaniecki@plusstrip.com	5	Doptaninin Holdings Inc	Surtinover	electric	convection	1	1	0	4290
jrowling@newex.com	5	Doptaninin Holdings Inc	Tipsapover	gas	convection	1	1	0	4291
mkohnert@xx-holding.com	5	Doptaninin Holdings Inc	Tipwerpin		conventional	1	0	1	4292
awalthall@zotware.com	5	Doptanonantor WorldWide	Enddimax		conventional	1	0	1	4293
jkusko@finjob.com	5	Doptanonantor WorldWide	Intinower	induction	conventional	1	1	1	4294
bchaffins@sumace.com	5	Doptanonantor WorldWide	Mondudax	induction					4295
lstorment@konex.com	5	Doptanonantor WorldWide	Suptanedgentor	electric	conventional	0	1	0	4296
bwide@zumgoity.com	5	Doptanonantor WorldWide	Winjubexentor	electric	convection	0	1	1	4297
eeroman@ron-tech.com	5	Dopvenonazz WorldWide	Adpebeficator	radiant electric					4298
ffrerking@groovestreet.com	5	Dopvenonazz WorldWide	Dopbanentor	radiant electric	convection	1	0	1	4299
mnicolozakes@warephase.com	5	Dopvenonazz WorldWide	Rapglibex	radiant electric	conventional	1	1	1	4300
tvarriano@statholdings.com	5	Dopvenonazz WorldWide	Tipkilower		conventional	1	0	0	4301
cleto@finjob.com	5	Dopvenonazz WorldWide	Tuprobanantor	gas					4302
jleto@scotfind.com	5	Dopvenonazz WorldWide	Upmunantor		conventional	1	1	0	4303
khoa@lexiqvolax.com	5	Dopvenonazz WorldWide	Upsapedover		conventional	1	0	1	4304
bankeny@ron-tech.com	5	Dopvenonazz WorldWide	Wintanax	gas	conventional	1	1	0	4305
lbourbon@scottech.com	5	Dopvenonazz WorldWide	Wintanax	induction					4306
dchavous@konex.com	5	Embanicower Holdings	Hapsipinan	gas	conventional	1	0	0	4307
jwieser@codehow.com	5	Embanicower Holdings	Supdimonentor	electric					4308
roles@conecom.com	5	Embanicower Holdings	Tupdimegantor		conventional	1	1	0	4309
kleto@bioholding.com	5	Empickadin	Adtanazz	gas					4310
ccallaro@zencorporation.com	5	Empickadin	Endwerpinicator		conventional	0	1	1	4311
atollner@xx-zobam.com	5	Empickadin	Monerex		conventional	0	0	1	4312
scaudy@silis.com	5	Empickadin	Qwifropimover	radiant electric	conventional	1	1	1	4313
mheimann@streethex.com	5	Empickadin	Rapsipower		conventional	1	1	0	4314
gmartabano@openlane.com	5	Empickadin	Tupwerpimar	gas					4315
bpedrozo@finhigh.com	5	Empickadin	Varsapanin		conventional	1	0	0	4316
harias@groovestreet.com	5	Empickadin	Zeedimin		conventional	1	0	0	4317
hflister@bioplex.com	5	Empickadin	Zeesipicator	induction					4318
soles@isdom.com	5	Empickopentor Holdings	Barmunaquistor	electric	conventional	1	1	1	4319
ronofrio@sumace.com	5	Empickopentor Holdings	Endzapinicator	electric					4320
mklusman@blackzim.com	5	Empickopentor Holdings	Fropickaman	radiant electric					4321
icoyier@sonron.com	5	Empickopentor Holdings	Montinefazz	electric					4322
gmiceli@donquadtech.com	5	Empickopentor Holdings	Partinover	radiant electric					4323
lfigeroa@condax.com	5	Empickopentor Holdings	Revenex	electric	conventional	1	1	0	4324
cseewald@lexiqvolax.com	5	Empickopentor Holdings	Tipkilover		convection	1	1	1	4325
dyglesias@labdrill.com	5	Empickopentor Holdings	Truzapaquar	induction					4326
bclaucherty@sunnamplex.com	5	Emtanor International Corp.	Doptumadower	electric	conventional	1	0	1	4327
ncallaro@bioholding.com	5	Emtanor International Corp.	Parrobor		convection	1	0	0	4328
ghanafan@iselectrics.com	5	Emtanor International Corp.	Survenin	electric	convection	0	1	0	4329
lleto@konex.com	5	Emtanor International Corp.	Tipbanommax	radiant electric	conventional	1	0	1	4330
cjurney@konex.com	5	Emtanor International Corp.	Truzapaquar		convection	1	1	1	4331
jshields@codehow.com	5	Emtanor International Corp.	Updudistor	induction	conventional	0	0	1	4332
dfigeroa@zumgoity.com	5	Emtumax Direct Inc	Rapdudin		convection	1	0	1	4333
jhoa@finjob.com	5	Emtumax Direct Inc	Supericator		conventional	0	1	1	4334
tbruschke@sonron.com	5	Emtumax Direct Inc	Supfropantor	electric	conventional	0	0	1	4335
svenere@rundofase.com	5	Emtumax Direct Inc	Tipbanommax	induction	conventional	0	1	1	4336
lmalet@j-texon.com	5	Emtumax Direct Inc	Truzapaquar		conventional	1	1	1	4337
dsamara@finhigh.com	5	Emtumax Direct Inc	Varwerpanower	electric	conventional	0	0	1	4338
ltolfree@scotfind.com	5	Emwerpentor Direct Corp.		radiant electric	conventional	1	1	0	4339
dcronauer@sunnamplex.com	5	Emwerpentor Direct Corp.	Dopnipefistor	radiant electric					4340
emconnell@plussunin.com	5	Emwerpentor Direct Corp.	Emdudonan	gas	convection	0	0	1	4341
dbolognia@fasehatice.com	5	Emwerpentor Direct Corp.	Mondudax		conventional	0	1	1	4342
bheimann@domzoom.com	5	Emwerpentor Direct Corp.	Qwiglibaquar	radiant electric					4343
gwaymire@dalttechnology.com	5	Endcadan	Parglibover		conventional	1	1	1	4344
bcronauer@zencorporation.com	5	Endcadan	Qwinipamex		convection	1	0	0	4345
rhanafan@finhigh.com	5	Endcadan	Thruglibentor		conventional	1	0	0	4346
tankeny@treequote.com	5	Endcadan	Zeedimower		convection	1	1	0	4347
mdegroot@rundofase.com	5	Endglibupentor Holdings Group	Fropickaman	gas					4348
sdhamer@statholdings.com	5	Endglibupentor Holdings Group	Grodiman	radiant electric	conventional	0	1	1	4349
emaclead@sumace.com	5	Endglibupentor Holdings Group	Mondudax	induction					4350
tschmaltz@warephase.com	5	Endglibupentor Holdings Group	Tipkilover		conventional	1	0	1	4351
dchickering@zumgoity.com	5	Endhupopor International	Adpickinazz	electric	conventional	1	0	0	4352
bborgman@dalttechnology.com	5	Endhupopor International	Adrobollor	induction					4353
lmelnyk@bioplex.com	5	Endhupopor International	Ciperimar		conventional	1	1	0	4354
mcalvaresi@j-texon.com	5	Endhupopor International	Hapquestover	radiant electric	conventional	1	0	0	4355
lzane@labdrill.com	5	Endhupopor International	Lomfroponex	induction	conventional	1	0	1	4356
fdiestel@gogozoom.com	5	Endhupopor International	Monsipommistor	radiant electric	conventional	1	1	1	4357
mfallick@zathunicon.com	5	Endhupopor International	Upglibicator		conventional	1	1	0	4358
tmcrae@rundofase.com	5	Endjubor Holdings Corp.	Rebanax	gas					4359
tfoller@opentech.com	5	Endjubor Holdings Corp.	Retanicator	gas	conventional	0	1	0	4360
ehauenstein@donware.com	5	Endjubor Holdings Corp.	Supericator	radiant electric	conventional	0	1	0	4361
bbutzen@warephase.com	5	Endjubor Holdings Corp.	Tipwerpin	gas	conventional	0	0	1	4362
bharabedian@plusstrip.com	5	Endjubor Holdings Corp.	Truzapican	electric	conventional	1	1	0	4363
rblunk@sumace.com	5	Endtinan	Adrobollor	gas	conventional	0	1	1	4364
scalvaresi@warephase.com	5	Endtinan	Hapquestover	electric	conventional	1	1	0	4365
jwaymire@doncon.com	5	Endtinan	Monerex	gas	conventional	0	0	1	4366
kdhamer@scotfind.com	5	Endtinan	Supdimopin		conventional	1	1	1	4367
cbourbon@ontomedia.com	5	Endtinan	Thruglibentor	gas					4368
gmugnolo@dontechi.com	5	Endtinan	Tipquestistor		conventional	1	1	0	4369
weroman@toughzap.com	5	Endtumin	Dopnipefistor		convection	0	0	1	4370
arodenberger@dambase.com	5	Endtumin	Endsipistor	gas					4371
xfortino@golddex.com	5	Endtumin	Gropickicator		conventional	1	1	0	4372
