household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave
spaulas@rundofase.com	5	Grohupefantor International Company	Haptumar	gas	conventional	1	0	1
bgato@gogozoom.com	5	Grohupefantor International Company	Retinegan		convection	0	0	1
amartabano@hottechi.com	5	Grojubinentor Direct Group	Barwerpilistor		conventional	1	0	0
hharabedian@dambase.com	5	Grojubinentor Direct Group	Tupcadommistor	gas	conventional	0	1	0
lgehrett@plussunin.com	5	Grokilower Direct Group	Adtanazz	gas	convection	1	1	1
dinouye@labdrill.com	5	Grokilower Direct Group	Groweran	electric				
cnewville@streethex.com	5	Grokilower Direct Group	Rapwerex		convection	1	0	0
bgudroe@doncon.com	5	Grosapantor Direct			conventional	0	1	0
agleich@funholding.com	5	Grosapantor Direct		gas				
lferencz@rundofase.com	5	Grosapantor Direct	Adkilor		conventional	1	1	0
dcanlas@yearin.com	5	Grosapantor Direct	Barkilistor	induction	conventional	0	1	1
fchui@finjob.com	5	Grosapantor Direct	Groweran		conventional	1	1	1
jraymo@donware.com	5	Grosapantor Direct	Qwifropilistor		conventional	1	0	1
palbares@ron-tech.com	5	Grosapantor Direct	Qwifropilistor		conventional	1	0	1
btollner@dalttechnology.com	5	Grosapantor Direct	Suptanedgentor	gas	conventional	0	1	1
jbutt@warephase.com	5	Grosapantor Direct	Supzapar		conventional	1	1	1
bcloney@condax.com	5	Grosapantor Direct	Upbanazz	gas	conventional	0	0	1
buyetake@condax.com	5	Grosipover Direct	Ciperplax	gas	conventional	1	0	0
rdelasancha@hottechi.com	5	Grosipover Direct	Hapsipinan		convection	0	1	0
tweglarz@sunnamplex.com	5	Grosipover Direct	Parfropadantor		conventional	0	1	0
tarias@donquadtech.com	5	Grosipover Direct	Supdimonentor	gas	conventional	0	1	0
jsama@toughzap.com	5	Grotumentor International	Dopnipefistor		conventional	1	1	1
rdegonia@dambase.com	5	Grotumentor International	Tipbanommax	gas	conventional	0	1	1
msweigard@rangreen.com	5	Grotumentor International	Unniponower		convection	1	0	0
kauffrey@ganjaflex.com	5	Grotumentor International	Upbanazz	gas				
gbaltimore@zathunicon.com	5	Growerpicator Holdings	Dopdimanax	electric				
hbayless@silis.com	5	Growerpicator Holdings	Monzapazz		conventional	1	0	0
abutzen@dontechi.com	5	Growerpicator Holdings	Surzapegax		conventional	1	1	1
tlatzke@sonron.com	5	Haphupazz Direct	Suptanedgentor		convection	1	0	1
rfrancescon@j-texon.com	5	Haphupazz Direct	Supvenefazz		convection	0	1	0
abuemi@isdom.com	5	Haphupazz Direct	Surtumanex	induction				
hryser@statholdings.com	5	Haphupazz Direct	Trutumover	radiant electric	conventional	0	1	1
wpawlowicz@scottech.com	5	Haphupazz Direct	Tupdimantor	radiant electric	conventional	0	1	1
dlace@singletechno.com	5	Happebantor	Monwerilantor	gas	conventional	0	1	0
lweirather@y-corporation.com	5	Happebantor	Rapdimepax	radiant electric				
jengelberg@zathunicon.com	5	Happebantor	Rapsipower	gas				
lgehrett@streethex.com	5	Happebantor	Supvenefazz	radiant electric				
placovara@plexzap.com	5	Happebantor	Tipwerpin		conventional	1	0	0
mlawler@fasehatice.com	5	Happebantor	Varglibin	electric				
mfishburne@hatfan.com	5	Hapquestover Direct		induction	conventional	1	0	1
ikeetch@hottechi.com	5	Hapquestover Direct	Dopnipefistor	induction	convection	1	0	1
rwenzinger@fasehatice.com	5	Hapquestover Direct	Haphupexistor	radiant electric	convection	0	1	1
jsengbusch@labdrill.com	5	Hapquestover Direct	Monerex		conventional	0	0	1
thalsey@xx-holding.com	5	Hapquestover Direct	Monkilax		convection	1	0	0
aogg@kan-code.com	5	Hapquestover Direct	Monzapazz		conventional	0	0	1
kfeichtner@streethex.com	5	Hapquestover Direct	Parrobor	radiant electric				
dbuvens@treequote.com	5	Hapquestover Direct	Retanicator		conventional	0	1	0
cspickerman@hottechi.com	5	Hapquestover Direct	Supdimonentor	radiant electric				
nbookamer@scottech.com	5	Hapquestover Direct	Tupwerpimar	gas	conventional	1	0	1
mmadarang@stanredtax.com	5	Haprobicator		electric	conventional	0	1	1
rhirpara@doncon.com	5	Haprobicator	Adtinentor	radiant electric	conventional	1	0	1
gsilvestrini@warephase.com	5	Haprobicator	Supdimopin		convection	0	1	1
lwesterbeck@streethex.com	5	Haprobicator	Surzapegax	gas	convection	0	1	0
macey@ron-tech.com	5	Haprobicator	Tuprobanantor		conventional	0	0	1
anachor@finhigh.com	5	Haprobicator	Winsipexex	radiant electric				
twiklund@konmatfix.com	5	Haptanepin	Emsipackex		conventional	0	0	1
mchickering@goodsilron.com	5	Haptanepin	Parrobor	gas				
bbrideau@hottechi.com	5	Haptanepin	Revenex	gas	conventional	1	1	1
rborgman@cancity.com	5	Haptanepin	Suptanedgentor		conventional	0	0	1
rrodeigues@plussunin.com	5	Haptanepin	Surpickex	electric				
dalbares@rantouch.com	5	Haptanepin	Tuprobanantor	electric	conventional	1	1	1
mberray@zathunicon.com	5	Haptanepin	Unniponower		conventional	1	1	1
kmondella@ron-tech.com	5	Haptanepin	Varwerpanower	induction	conventional	0	0	1
mfelger@ron-tech.com	5	Haptumor Holdings Corp.			conventional	0	0	1
konofrio@labdrill.com	5	Haptumor Holdings Corp.		electric				
ttromblay@cancity.com	5	Haptumor Holdings Corp.	Barweramantor	gas	conventional	0	0	1
rstrassner@lexiqvolax.com	5	Haptumor Holdings Corp.	Ciperplax	radiant electric	convection	0	1	1
cbreland@gogozoom.com	5	Haptumor Holdings Corp.	Haptumar		convection	0	0	1
cduenas@ron-tech.com	5	Haptumor Holdings Corp.	Revenex	electric	convection	1	1	0
mbeech@bioplex.com	5	Haptumor Holdings Corp.	Survenin		conventional	0	1	0
kbeech@zotware.com	5	Haptumor Holdings Corp.	Thrurobimicator	electric				
ggrenet@year-job.com	5	Haptumor Holdings Corp.	Varglibin		conventional	1	0	1
rdilliard@sonron.com	5	Hapvenicator Direct	Adpebeficator		conventional	1	0	0
clary@mathtouch.com	5	Hapvenicator Direct	Klitanicator	induction	conventional	1	0	0
asarbacher@singletechno.com	5	Hapvenicator Direct	Kliwerommistor		conventional	0	1	1
mbutt@kinnamplus.com	5	Hapvenicator Direct	Tipsapover		convection	0	0	1
rpelkowski@newex.com	5	Hapvenicator Direct	Unnipackentor	electric	conventional	0	1	1
hdickerson@goodsilron.com	5	Hapweristor Holdings Corp.	Adfropax		conventional	0	0	1
gsaras@sonron.com	5	Hapweristor Holdings Corp.	Emkililin	electric				
rkines@faxquote.com	5	Hapweristor Holdings Corp.	Emweronar		conventional	1	1	1
sfortino@treequote.com	5	Hapweristor Holdings Corp.	Hapzapistor	gas	convection	1	0	0
jfrerking@funholding.com	5	Hapweristor Holdings Corp.	Klitanicator		convection	1	1	0
bbowley@goodsilron.com	5	Hapweristor Holdings Corp.	Parquestar	radiant electric				
flawler@singletechno.com	5	Hapweristor Holdings Corp.	Parrobor	electric	conventional	1	0	0
bpapasergi@gogozoom.com	5	Hapweristor Holdings Corp.	Supfropantor	radiant electric	convection	1	0	1
hpolidori@finhigh.com	5	Hapweristor Holdings Corp.	Tipwerpin	gas	convection	0	1	0
lchui@zencorporation.com	5	Hapweristor Holdings Corp.	Unniponower	radiant electric				
bwalthall@bioholding.com	5	Inglibentor WorldWide	Trutumover	electric	convection	0	0	1
akiel@sunnamplex.com	5	Inglibentor WorldWide	Tupwerpimar	radiant electric	convection	1	0	0
rmenter@xx-zobam.com	5	Inglibentor WorldWide	Winrobommistor	gas				
tmorasca@faxquote.com	5	Inmunplantor	Adtanazz		convection	1	0	1
vzane@golddex.com	5	Inmunplantor	Winrobaquazz	electric	conventional	0	0	1
jfrankel@warephase.com	5	Inquestedgentor	Gropickicator	induction				
pheimann@fasehatice.com	5	Inquestedgentor	Groweran		conventional	1	0	0
brantanen@goodsilron.com	5	Inquestedgentor	Supbanantor	electric	conventional	0	1	1
wsama@kinnamplus.com	5	Inquestedgentor	Unnipackentor		conventional	0	1	1
hschoeneck@ron-tech.com	5	Inrobadan Direct	Emdudonan		conventional	0	1	0
jjulia@labdrill.com	5	Inrobadan Direct	Montinefazz	induction				
mregusters@rundofase.com	5	Inrobadan Direct	Supbanantor		conventional	1	0	1
lkampa@domzoom.com	5	Insipollover Holdings		electric	convection	1	1	1
hboord@y-corporation.com	5	Insipollover Holdings	Gromunplover		convection	1	1	1
xcorrio@ontomedia.com	5	Insipollover Holdings	Rapglibex		convection	1	1	1
jlace@scotfind.com	5	Insipollover Holdings	Revenollan	radiant electric				
gthreets@sumace.com	5	Insipollover Holdings	Supbanantor	induction	conventional	1	0	1
vbreland@betasoloin.com	5	Insipollover Holdings	Supfropantor	radiant electric	conventional	1	1	1
kyori@zoomit.com	5	Insipollover Holdings	Windimower		conventional	0	1	0
swaycott@ron-tech.com	5	Intanepin International	Cipzapar	induction	convection	0	0	1
ccandlish@rantouch.com	5	Intanepin International	Gromunplover		convection	1	0	0
hcoody@kan-code.com	5	Intanepin International	Gropickicator		conventional	0	1	0
dboulter@hatfan.com	5	Intanepin International	Surpickewentor	electric	conventional	1	0	0
ahoogland@scotfind.com	5	Intanepin International	Tuphupamin	gas	conventional	0	0	1
amalet@gogozoom.com	5	Intanimax International Company		radiant electric	convection	1	1	0
mklusman@dalttechnology.com	5	Intanimax International Company	Ciperplax		conventional	1	0	0
tlace@dambase.com	5	Intanimax International Company	Lomtinex	radiant electric				
gmcrae@faxquote.com	5	Intanimax International Company	Rapsipower	electric	conventional	0	1	0
dcloney@streethex.com	5	Inwerpover	Cipdimazz		convection	0	1	0
jauber@dalttechnology.com	5	Inwerpover	Endwerpistor	gas	conventional	0	1	1
mfrerking@groovestreet.com	5	Inwerpover	Endwerpistor	electric	convection	0	0	1
djeanty@finjob.com	5	Inwerpover	Frovenazz	electric				
lsweigard@lexiqvolax.com	5	Inwerpover	Monsipommistor		conventional	0	1	0
kmoyd@kinnamplus.com	5	Inwerpover	Supquestackan		conventional	0	0	1
akaniecki@statholdings.com	5	Klibanicator	Barkilentor	radiant electric				
chochard@zathunicon.com	5	Klibanicator	Haphupicator	electric	convection	0	1	0
adilello@isdom.com	5	Klibanicator	Redudackar	radiant electric	convection	1	1	0
qsuell@rantouch.com	5	Klibanicator	Varhupan	electric				
ndaufeldt@groovestreet.com	5	Klibanicex International Inc	Hapquestover		conventional	0	1	0
ibrideau@ontomedia.com	5	Klibanicex International Inc	Monbanicator		convection	1	0	1
fhughey@lexiqvolax.com	5	Klibanicex International Inc	Monroban		convection	1	1	0
cspickerman@codehow.com	5	Klibanicex International Inc	Rejubefistor		conventional	0	1	1
ekitzman@scotfind.com	5	Klibanicex International Inc	Thrurobimicator		conventional	1	0	1
lcraghead@plexzap.com	5	Klibanicex International Inc	Unsapex		conventional	1	0	1
adiscipio@newex.com	5	Klibanicex International Inc	Winweregicator	radiant electric				
ffortino@kinnamplus.com	5	Klidudackazz  Group			convection	0	0	1
tlietz@plexzap.com	5	Klidudackazz  Group	Adpickinazz	gas	conventional	1	0	0
mcantres@stanredtax.com	5	Klidudackazz  Group	Klizapedgantor	gas	conventional	0	1	0
ahirpara@dalttechnology.com	5	Klidudackazz  Group	Monzapazz		conventional	1	1	0
rdenooyer@sumace.com	5	Klidudackazz  Group	Parjubollor	radiant electric	convection	0	1	0
dtomblin@silis.com	5	Klidudackazz  Group	Unnipackentor	electric	conventional	0	1	1
gbutt@rundofase.com	5	Klidudackazz  Group	Wintanax	electric				
ejuhas@xx-zobam.com	5	Klidudentor Direct	Supvenefazz	electric	conventional	1	0	1
woldroyd@sumace.com	5	Klidudentor Direct	Surpickex	electric				
ysimilton@newex.com	5	Klidudentor Direct	Varrobin		conventional	1	0	1
gcolaizzo@codehow.com	5	Klijubar Holdings		radiant electric				
cbookamer@plexzap.com	5	Klijubar Holdings	Adtinentor	gas				
vherritt@warephase.com	5	Klijubar Holdings	Lomnipanower	electric				
gscheyer@sonron.com	5	Klijubar Holdings	Monbanicator	induction	convection	1	0	0
cmcdoniel@warephase.com	5	Klijubar Holdings	Monroban	gas	convection	1	0	1
rmaynerich@toughzap.com	5	Klijubar Holdings	Qwiglibaquar	radiant electric	conventional	0	0	1
jwiklund@fasehatice.com	5	Klijubar Holdings	Revenollan	radiant electric	conventional	1	0	0
bgreenbush@silis.com	5	Klinipar International Company	Dopbanentor		conventional	0	1	1
wcoyier@donware.com	5	Klinipar International Company	Enddimax		conventional	1	1	1
jcomnick@domzoom.com	5	Klinipar International Company	Endzapinicator	electric				
ewitten@dambase.com	5	Klinipar International Company	Haphupexistor	electric	conventional	0	0	1
rhirpara@newex.com	5	Klinipar International Company	Lomfroponex	electric	conventional	0	1	0
sgillian@funholding.com	5	Klinipar International Company	Lomtinex	electric				
akeneipp@green-plus.com	5	Klinipar International Company	Wintinewin	electric	conventional	0	1	0
lankeny@blackzim.com	5	Klipickan WorldWide Company	Doptumadower		conventional	0	1	0
etimenez@stanredtax.com	5	Klipickan WorldWide Company	Intinower	electric	conventional	1	1	1
mwolfgramm@kan-code.com	5	Klipickan WorldWide Company	Klizapedgantor	radiant electric				
scoody@zoomit.com	5	Klipickan WorldWide Company	Monerex	gas	conventional	0	1	0
mloder@isdom.com	5	Klipickan WorldWide Company	Tipkilower	electric				
tradde@zathunicon.com	5	Klipickan WorldWide Company	Varrobeficator		conventional	0	1	0
skarpin@stanredtax.com	5	Klisapackistor			convection	0	1	1
mhidvegi@rundofase.com	5	Klisapackistor	Haptumar	induction	convection	1	0	1
gstenseth@konex.com	5	Klisapackistor	Moncadistor		conventional	1	1	0
krim@iselectrics.com	5	Klisapackistor	Rapglibex	gas	conventional	0	0	1
lsturiale@scotfind.com	5	Klisapackistor	Rapglibex	electric	conventional	1	0	0
ysergi@ganjaflex.com	5	Klisapackistor	Winwerpan	gas	conventional	1	0	0
nkohnert@yearin.com	5	Klivenin			conventional	1	0	1
yennaco@mathtouch.com	5	Klivenin			conventional	0	1	0
ndinos@donware.com	5	Klivenin		gas	conventional	1	1	0
demard@singletechno.com	5	Klivenin	Ciperplax	radiant electric				
cwenzinger@hatfan.com	5	Klivenin	Klitinistor	radiant electric				
dwaycott@finhigh.com	5	Klivenin	Qwitumewar	gas				
mdorshorst@green-plus.com	5	Klivenin	Supvenar		conventional	0	0	1
jroyster@hatfan.com	5	Klivenin	Tipbanommax	electric				
bbriddick@openlane.com	5	Klivenin	Tipwerpin	electric	convection	0	0	1
tkonopacki@zoomit.com	5	Klivenin	Zeedimower		conventional	1	1	0
lwaycott@zathunicon.com	5	Kliwerpedax Holdings Group	Endcadazz	induction	conventional	0	1	1
cangalich@rundofase.com	5	Kliwerpedax Holdings Group	Invenor		conventional	0	0	1
sabdallah@inity.com	5	Kliwerpedax Holdings Group	Lompeban	electric	conventional	1	1	1
hkippley@dontechi.com	5	Kliwerpedax Holdings Group	Pardimedentor		conventional	0	1	0
kgalam@groovestreet.com	5	Kliwerpedax Holdings Group	Rapsipower	radiant electric				
fcaldarera@plusstrip.com	5	Kliwerpedax Holdings Group	Rapvenar	gas				
oinouye@yearin.com	5	Kliwerpedax Holdings Group	Truzapican	radiant electric	convection	1	1	1
mferrario@zumgoity.com	5	Klizapupover WorldWide Company	Fropickaman	electric				
afillingim@rantouch.com	5	Klizapupover WorldWide Company	Parsipefan	electric	conventional	1	0	1
vmiceli@rantouch.com	5	Klizapupover WorldWide Company	Qwitumewar	induction	conventional	0	1	0
cgato@streethex.com	5	Klizapupover WorldWide Company	Rapdimepax		conventional	1	1	0
tsayaphon@dalttechnology.com	5	Klizapupover WorldWide Company	Supfropantor		convection	0	1	1
nbatman@inity.com	5	Klizapupover WorldWide Company	Tipsapover	electric	convection	0	1	0
rkines@hatfan.com	5	Klizapupover WorldWide Company	Wintanax	radiant electric	convection	0	1	0
srhoden@betasoloin.com	5	Lombanedgan	Dopbanentor	electric				
bmenter@stanredtax.com	5	Lombanedgan	Monroban	radiant electric	convection	0	0	1
lonofrio@lexiqvolax.com	5	Lombanedgan	Partinicantor	gas	conventional	0	1	1
mwolny@opentech.com	5	Lombanedgan	Qwifropimover		convection	1	0	1
mcork@iselectrics.com	5	Lombanedgan	Trutumover	induction	conventional	1	1	0
kbatman@sumace.com	5	Lombanedgan	Tuphupamin		conventional	1	0	0
ccaldarera@dontechi.com	5	Lombanedgan	Unsapex	gas				
sharnos@bioplex.com	5	Lomcadar  Corp.	Advenover	electric	conventional	0	0	1
lmerced@nam-zim.com	5	Lomcadar  Corp.	Qwinipamex		conventional	1	0	1
fbevelacqua@inity.com	5	Lomcadar  Corp.	Supwerpover	gas				
mskursky@newex.com	5	Lomcadar  Corp.	Varrobin	gas	conventional	1	0	1
lwiklund@dontechi.com	5	Lomdimin International Company	Hapnipexower	induction	conventional	1	0	0
mgochal@openlane.com	5	Lomdimin International Company	Lomrobax	gas	conventional	1	0	0
nyori@yearin.com	5	Lomdimin International Company	Supdimonentor	induction	convection	0	1	0
aradde@kinnamplus.com	5	Lomdimin International Company	Supfropantor	gas				
vwildfong@dalttechnology.com	5	Lomdimin International Company	Tupwerpimar	radiant electric	conventional	0	1	1
bdarakjy@green-plus.com	5	Lomdimin International Company	Zeesipazz	radiant electric	conventional	0	0	1
agillaspie@golddex.com	5	Lomquestadan International	Lompeban	radiant electric				
cinouye@hatfan.com	5	Lomquestadan International	Monwericower		convection	0	1	1
jrochin@scottech.com	5	Lomquestadan International	Rapsapower	radiant electric				
aweglarz@hottechi.com	5	Lomquestadan International	Rejubefistor	radiant electric	conventional	1	1	1
ehixenbaugh@iselectrics.com	5	Lomquestadan International	Tuprobedan		conventional	0	1	0
eventura@ganjaflex.com	5	Lomquestadan International	Windimower		conventional	1	1	1
mgillian@kan-code.com	5	Lomsapimor WorldWide	Mondudexin		conventional	0	1	1
slabreche@j-texon.com	5	Lomsapimor WorldWide	Monwericower	electric	conventional	1	0	0
jcampain@statholdings.com	5	Lomsapimor WorldWide	Pardimedentor		conventional	1	1	1
cglick@dontechi.com	5	Lomsapimor WorldWide	Parhupar	induction	conventional	1	0	1
gengelberg@mathtouch.com	5	Lomsapimor WorldWide	Tipwerpin	gas	conventional	0	1	0
nmondella@dontechi.com	5	Lomsapimor WorldWide	Untumover		conventional	1	0	1
nferrario@treequote.com	5	Monpebistor International	Fropebicator		conventional	1	1	1
vberganza@zoomit.com	5	Monpebistor International	Haptanupantor		conventional	0	1	0
dventura@domzoom.com	5	Monpebistor International	Moncadistor		convection	1	0	1
rdemesa@kinnamplus.com	5	Monpebistor International	Upsapimor	gas				
tcloney@statholdings.com	5	Monpebistor International	Varrobin	gas	convection	0	1	1
lpelkowski@zumgoity.com	5	Monpickar International Corp.	Emsipackex		conventional	1	0	1
shalter@labdrill.com	5	Monpickar International Corp.	Thruglibentor	radiant electric	conventional	1	0	1
konofrio@finjob.com	5	Monpickar International Corp.	Thrunipaquentor	radiant electric	convection	0	1	1
dtimenez@zumgoity.com	5	Monpickar International Corp.	Unniponower		conventional	0	1	0
miturbide@konex.com	5	Monpickar International Corp.	Upsapimor	electric				
vpinilla@inity.com	5	Monpickar International Corp.	Varwerpanower		convection	1	0	1
fbrideau@doncon.com	5	Monwerexan International Corp.	Gropickicator		conventional	0	1	0
adeleo@dontechi.com	5	Monwerexan International Corp.	Grosapower	induction				
lreitler@doncon.com	5	Monwerexan International Corp.	Haphupexistor	electric	convection	1	1	0
lauffrey@scotfind.com	5	Monwerexan International Corp.	Supdimonentor	induction	conventional	0	1	0
fcoody@rangreen.com	5	Monwerexan International Corp.	Wintinewin		conventional	1	1	0
mmondella@bioplex.com	5	Parfropazz Direct	Barkilentor	radiant electric	conventional	0	1	0
ameinerding@openlane.com	5	Parfropazz Direct	Qwifropilistor	radiant electric				
trodeigues@funholding.com	5	Parfropazz Direct	Rapwerex	radiant electric	conventional	1	0	1
